Brand,Product,Price,True_size_feeling,True_width_feeling,Arch_support,Comfort_rating,Style_rating,Overall_rating,Review_text
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,4,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,4,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,2,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,3,4,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,5,
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,2,5,2,"These shoes are good, but if your looking to bounce up and down and to an aerobics routine for about 7 min, they are horrible. They break easily every time you bounce."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,3,Not a huge fan. I got these..and there is just something about them being all black that makes them very anti-Chuck-Taylor. I obviously saw they were all black when buying them and thought they would be kind of cool. They look weird in real life.
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,4,4,"Good looks...not so great fit.
These seemed to run a little big. Not that comfy. Good look'n though, so have to wear them."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,5,4,"Order down one size - 
The company was most helpful when I had to keep sending the shoe back b/c it was too big, but nevertheless, more help with sizing would ease the frustration and trouble of having to keep reordering and sending packages back. Thank you."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,4,4,4,"A good-looking classic. The blue is slightly faded, like a dark denim. Not much support, but then again you don't expect it with Chucks. I put inserts into them, and it works just fine. These are my 13 year old daughter's shoes, and she wears them nearly every day."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"CHUCKS!
Yay for chucks. These are awesome classics. It's a shame they're so expensive now though."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,Have many pairs of this shoe and they always fit and look great. I always get a half size smaller to fit well.
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"I'm wearing these little guys right now and I like 'em! But they are Chucks so what's not to like? Although if you've never had them, I usually wear a size 10 but in Chucks I wear a 9."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"I just bought 6 pairs of these shoes.  One for me, and five for my groomsmen. We wore them in my wedding this weekend, and they were perfect.  I fully recommend these shoes to anyone getting married."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,Perfect shoe for girls with larger feet! My 19 year old daughter wears size 12 womens shoes and its usually near impossible to find name brand shoes in her size since most shoe outlets only carry up to US 10 or 11 for womens. That's why she loves Converses because they are unisex and run in larger sizes. She fits perfectly in a size 12 womens Converse.
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,Bought them for my son. Got what he wanted. Great all round shoe and looks good. Got them on time and in great shape. Only Zappos delivers what they say they are going to do. So get zapped and have fun. These guys stand behind their products.
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"These are timeless shoes that will never go out of style. They work for every age, gender and personal style. A practical and casual shoe that's worth every dollar!"
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"Love these! Chuck Taylors (for me, at least) run the same size as my athletic shoes, not my flats, so I just got the same size I normally wear in tennis shoes (an 8). Fits great, adorable red color! They've got basically no arch support, but if you don't mind that they're really comfy."
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,Comfortable classics that we all know and love. Size down a half or a whole size.
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"I bought these for my husband, who had a pair for over 20 years, and wanted another. I would have liked to get them in orange again! Zappos recommended getting half a size smaller than usual. So I ordered 11½, and they fit him perfectly. I love the free shipping, for returns also, it is great! I am going to order Chucks for myself!"
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,"This was my first time ordering from Zappos.com, and this will not be the last! I ordered my shoes on Friday and they were at my door Monday morning. Anyway, this was my third pair, simply because I love these shoes so much. They're classic and you really can't go wrong with a good 'ol pair of Chucks. If you're getting a women's size, definitely order a 1/2 size smaller. I wear a 7 in most shoes and the 6 1/2 is perfect. The width actually felt a tad bit wider than my last pair, which is great. I'm used to the lack of arch support, but it's nothing an insole can't fix. If you're thinking about getting these shoes, just go ahead and get these. I wear these every day and I love them!"
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,These were a birthday gift for my 15 year old grand-daughter. She likes them very much.
Converse,Chuck Taylor® All Star® Core Ox,49.99,61,92,,5,5,5,Great quality and fast shipping!
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,4,4,4,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,5,5,5,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,5,5,5,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,5,5,5,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,5,5,5,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,5,5,5,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,4,5,5,
Converse,Chuck Taylor All Star Seasonal Ox,41.25,67,96,,4,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,3,5,1,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,4,2,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,2,3,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,2,3,3,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,4,4,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,3,5,4,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,4,4,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,4,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,4,4,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,4,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,3,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,2,2,2,"I just have to echo the other reviews that have mentioned the unfortunate changes. These used to be the most comfortable shoes, but no longer. As others have said, they feel cheaper and considerably less comfortable. I have been so disappointed in the new ones that I gave up on them (after almost a decade of consecutive purchases) until I found a five-year old pair in my closet. I put those on and was amazed at how much more comfortable than the new version. This isn't just a fear a of change, it is a totally inferior product. What a bummer, converse really ruined my favorite shoes."
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,4,"Back in the day - 
I owned my first pair of Jack Purcells in 1961 when I was 9 years old. All of the surfers wore them...they were the rage. I own a pair now and I feel just like I did then...cool and still young--buy some. I'm now 52 yrs old andI love my Jack Purcells! I just bought my boss some--he wore them too..."
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,4,5,5,"Old school kicks - 
This shoe is worth the buy,ive worn a pair back in college, and  just got another one a month ago, I was in luck coz this type of shoe is really rare here in our place, it goes well with any type of clothing, very cool!"
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,3,5,5,"The perfect Tybee Island retro tennis, beach, and boat shoe without being the overly popular Chuck Taylors and more importantly without little horses on them."
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,4,5,"I had been considering these shoes on a recommendation for a good while, and I finally went ahead and got them. I am so glad I did! These are the white canvas sneakers you are looking for. The fit is fine, though if you are looking for good arch support - which isn't a big deal to me personally - in spite of good padding, these really won't be any different than Chuck Taylors. Their look is really tough to beat, however, especially when worn with no-show footies/liners for socks. By far, these have to be one of the best footwear decisions I've made."
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,"Let me start off by saying that I have never ever left feedback on any site in my life and I make tons of online purchases. I ordered these in a size 8 from Journeys and they were too small. They wanted 8 bucks to return them and then another 8 bucks to ship me the new pair in an 8.5. That's just crazy so I came here and ordered them around 7p.m. and got the free 4-5 day shipping. They came the next day! I was blown away. Free shipping and they were delivered to my door in less than 18 hours, that's insane! Thank you so much Zappos! You're amazing! I love the shoes too, I had an old pair that I ruined by trying to wash them and put them in the washing machine and drying them in the dryer, not a good idea."
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,"Aw. I don't think a classic Jack Purcell really needs a review from me. If you're buying this shoe it's because you probably know it and love it already. It's a flat basic great looking fresh and preppy canvas shoe, and/or can be worn in hipster vernacular as well. If you require arch support add an insert as they do not provide support. They are awesome if you prefer to go without socks as they breathe and don't become stinky. I stuff mine with brown paper bags though after wearing so maybe that's why mine stay nice. I have had probably 25 pairs over the course of my lifetime. Total standby. Cute with short dresses, jeans, outfits. The whole enchilada. But a half-size smaller than you wear for snug/good fit."
Converse,Jack Purcell® CP Canvas Low Top,64.99,68,87,65,5,5,5,"I. Love. This. Shoe. It's got more support than the original Chuck and really stinkin' cute too! I wish it came in more colors, because I'd buy them all!"
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,2,4,3,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,4,5,4,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,4,5,5,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,5,5,5,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,4,5,5,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,5,5,5,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,5,5,5,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,5,5,5,
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,2,5,3,"Converse White leather ox - 
I mainly got this shoe because of the style. It's very popular. The leather stretches more than the canvas. Which means they do get a little more comfortable as you wear them. The width is on the narrow side as all converse shoes. The sizing is always strange. I normally wear a women's 81/2 and these are 71/2. If my foot was narrow I would have bought the 7. These shoes are o.k. for casual wear but not for serious walking."
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,4,5,5,"Winter Chucks - 
I get these in leather about every other year. Comfy and still look great after all these years!"
Converse,Chuck Taylor® All Star® Leather Ox,54.95,53,91,,5,5,5,Love my Chucks! Even after beating them up in snowpocalypse 2011 they still held up.
Hoka One One,Bondi 6,149.95,86,86,70,4,1,3,
Hoka One One,Bondi 6,149.95,86,86,70,5,5,5,
Hoka One One,Bondi 6,149.95,86,86,70,5,4,5,
Merrell,Moab 2 Waterproof,119.95,80,91,78,1,2,2,
Merrell,Moab 2 Waterproof,119.95,80,91,78,5,5,5,
Merrell,Moab 2 Waterproof,119.95,80,91,78,5,5,5,
Merrell,Moab 2 Waterproof,119.95,80,91,78,5,5,5,
Native Shoes,Jefferson,44.95,68,80,73,3,5,3,
Native Shoes,Jefferson,44.95,68,80,73,5,5,4,
Native Shoes,Jefferson,44.95,68,80,73,5,5,5,
Native Shoes,Jefferson,44.95,68,80,73,3,5,5,
Native Shoes,Jefferson,44.95,68,80,73,4,5,5,
Native Shoes,Jefferson,44.95,68,80,73,5,5,5,
Native Shoes,Jefferson,44.95,68,80,73,5,5,5,
Native Shoes,Jefferson,44.95,68,80,73,5,5,5,
Native Shoes,Jefferson,44.95,68,80,73,5,5,5,"Great design, attractive, very comfortable, fits true to size and not at all narrow. Feet do sweat some in the hot weather but I plan on wearing for the rain so should be okay."
Native Shoes,Jefferson,44.95,68,80,73,5,5,5,"The Jefferson model Size fits a bit larger. I wear a true 7.5 size for men but a size 6 mens would work perfect for this model. Enjoy. However the Native Miller model fits me perfectly with size 7. Besides the difference of sizes, the shoes are super cute, stylish and very comfortable to walk all day in it."
New Balance,M990V4,164.95,89,92,71,1,3,2,
New Balance,M990V4,164.95,89,92,71,4,4,4,
New Balance,M990V4,164.95,89,92,71,5,4,4,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,4,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,
New Balance,M990V4,164.95,89,92,71,5,5,5,Great shoe!  Worn daily for 14 months and still going strong.  Terrific value.
New Balance,MX608v5,69.95,91,96,80,4,4,4,
New Balance,MX608v5,69.95,91,96,80,5,5,5,
New Balance,MW877,84.95,88,91,60,1,3,4,
New Balance,MW577,66.76,89,89,66,2,4,3,
New Balance,MW577,66.76,89,89,66,4,4,4,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW577,66.76,89,89,66,5,5,5,
New Balance,MW877,84.95,88,91,60,5,5,5,
New Balance,MW877,84.95,88,91,60,5,5,5,
New Balance,MW877,84.95,88,91,60,5,4,5,
New Balance,MW577 Hook-and-Loop,64.99,90,87,73,3,3,3,
New Balance,MW577 Hook-and-Loop,64.99,90,87,73,4,3,4,
New Balance,MW577 Hook-and-Loop,64.99,90,87,73,5,5,5,
New Balance,MW577 Hook-and-Loop,64.99,90,87,73,5,5,5,
New Balance,MW577 Hook-and-Loop,64.99,90,87,73,5,5,5,
New Balance,MW577 Hook-and-Loop,64.99,90,87,73,5,5,5,
New Balance,MC806,114.95,65,76,66,1,5,1,
New Balance,MC806,114.95,65,76,66,4,5,4,
New Balance,MC806,114.95,65,76,66,5,5,5,
New Balance,ML515,52.99,53,67,69,2,5,2,
New Balance,ML515,52.99,53,67,69,5,5,5,
New Balance,ML515,52.99,53,67,69,5,5,5,
New Balance,ML574v2,79.95,65,84,77,5,5,4,
New Balance,ML574v2,79.95,65,84,77,5,5,5,
Nike,Metcon Free,120,82,87,77,5,5,4,
Nike,Metcon Free,120,82,87,77,5,5,5,
Nike,Free RN 2018,75,65,96,77,3,4,2,
Nike,Free RN 2018,75,65,96,77,4,4,4,
Nike,Free RN 2018,75,65,96,77,5,5,5,
Nike,Free RN 2018,75,65,96,77,5,5,5,
Nike,Free RN 2018,75,65,96,77,4,3,5,
Nike,Free RN 2018,75,65,96,77,5,5,5,
Nike,Free RN 2018,75,65,96,77,5,5,5,
Nike,Free RN 2018,75,65,96,77,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,2,
Nike,Roshe One,44.97,79,90,58,3,5,1,
Nike,Flex Experience RN 8,59.95,84,90,83,1,1,1,
Nike,RunAllDay,48.95,78,88,68,3,3,3,
Nike,RunAllDay,48.95,78,88,68,5,5,5,
Nike,Downshifter 8,41.95,86,85,78,3,4,4,
Nike,Revolution 4,41.95,90,95,77,2,5,2,
Nike,Revolution 4,41.95,90,95,77,4,4,4,
Nike,Revolution 4,41.95,90,95,77,4,5,4,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Revolution 4,41.95,90,95,77,5,4,5,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Revolution 4,41.95,90,95,77,5,5,5,
Nike,Downshifter 8,41.95,86,85,78,5,5,5,
Nike,Downshifter 8,41.95,86,85,78,5,5,5,
Nike,Roshe One,44.97,79,90,58,2,3,2,
Nike,Roshe One,44.97,79,90,58,5,5,3,
Nike,Roshe One,44.97,79,90,58,4,4,4,
Nike,Roshe One,44.97,79,90,58,5,5,4,
Nike,Roshe One,44.97,79,90,58,3,5,4,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,3,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,
Nike,Roshe One,44.97,79,90,58,5,5,5,"Shipped super quick, I am very happy with Zappos customer service, will definietly be ordering from here again.  For the shoes, they are extremely comfortable.  Feels like walking on a cloud.  Great to go running in."
Nike,Tanjun,64.99,86,96,69,5,4,4,
Nike,Tanjun,64.99,86,96,69,5,4,4,
Nike,Tanjun,64.99,86,96,69,4,4,4,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
Nike,Tanjun,64.99,86,96,69,5,3,5,
Nike,Tanjun,64.99,86,96,69,5,5,5,
